scenario,seed,method,mae,coverage,gross_error_rate,apnea_false_output,step_latency
motion,9,threshold,0.13675756667535058,1.0,0.0,nan,nan
motion,9,consensus,0.0694697835306211,0.8666666666666667,0.0,nan,nan
motion,9,hybrid,0.10961308755997083,1.0,0.0,nan,nan
motion,10,threshold,0.11354218090585774,1.0,0.0,nan,nan
motion,10,consensus,0.1703094599584384,0.8866666666666667,0.0,nan,nan
motion,10,hybrid,0.09841028004938833,1.0,0.0,nan,nan
motion,11,threshold,0.08547742915193472,1.0,0.0,nan,nan
motion,11,consensus,0.19361090690450625,0.92,0.0,nan,nan
motion,11,hybrid,0.09178705753379716,1.0,0.0,nan,nan
motion,12,threshold,0.08816956054264433,1.0,0.0,nan,nan
motion,12,consensus,0.1756493075101474,0.8533333333333334,0.0,nan,nan
motion,12,hybrid,0.08849109277063955,1.0,0.0,nan,nan
motion,13,threshold,0.10111350520380552,1.0,0.0,nan,nan
motion,13,consensus,0.12218550974368857,0.7333333333333333,0.0,nan,nan
motion,13,hybrid,0.08812339674741096,1.0,0.0,nan,nan
motion,14,threshold,0.0893906179773478,1.0,0.0,nan,nan
motion,14,consensus,0.1861717169490356,0.6,0.0,nan,nan
motion,14,hybrid,0.09580177903891927,1.0,0.0,nan,nan
motion,15,threshold,0.09183600054529957,1.0,0.0,nan,nan
motion,15,consensus,0.16241025125291947,0.9533333333333334,0.0,nan,nan
motion,15,hybrid,0.10323418559442338,1.0,0.0,nan,nan
motion,16,threshold,0.11527855316948338,1.0,0.0,nan,nan
motion,16,consensus,0.14197093336768776,0.7333333333333333,0.0,nan,nan
motion,16,hybrid,0.0873746215663144,1.0,0.0,nan,nan
motion,17,threshold,0.10723371853869558,1.0,0.0,nan,nan
motion,17,consensus,0.11467599994820833,0.8066666666666666,0.0,nan,nan
motion,17,hybrid,0.09179434010819666,1.0,0.0,nan,nan
motion,18,threshold,0.16348001437445922,1.0,0.0,nan,nan
motion,18,consensus,0.10249770772310018,0.9,0.0,nan,nan
motion,18,hybrid,0.12782750799694384,1.0,0.0,nan,nan
motion,19,threshold,0.08246967101827826,1.0,0.0,nan,nan
motion,19,consensus,0.11395916640638824,0.8,0.0,nan,nan
motion,19,hybrid,0.0805646235291028,1.0,0.0,nan,nan
motion,20,threshold,0.1346933111280055,1.0,0.0,nan,nan
motion,20,consensus,0.11207820965758755,0.8933333333333333,0.0,nan,nan
motion,20,hybrid,0.11390132614746856,1.0,0.0,nan,nan
motion,21,threshold,0.08679642502274122,1.0,0.0,nan,nan
motion,21,consensus,0.11954419048208309,0.9733333333333334,0.0,nan,nan
motion,21,hybrid,0.08177532476889397,1.0,0.0,nan,nan
motion,22,threshold,0.12091422978550945,1.0,0.0,nan,nan
motion,22,consensus,0.13768537386303087,0.86,0.0,nan,nan
motion,22,hybrid,0.10395338026271186,1.0,0.0,nan,nan
motion,23,threshold,0.14844823488014322,1.0,0.0,nan,nan
motion,23,consensus,0.1599326809805694,0.7533333333333333,0.0,nan,nan
motion,23,hybrid,0.12730959285833696,1.0,0.0,nan,nan
motion,24,threshold,0.11712500461818039,1.0,0.0,nan,nan
motion,24,consensus,0.15763667614607002,0.7533333333333333,0.0,nan,nan
motion,24,hybrid,0.10281769319924047,1.0,0.0,nan,nan
motion,25,threshold,0.1397032732600848,1.0,0.0,nan,nan
motion,25,consensus,0.1405285062194789,0.7933333333333333,0.0,nan,nan
motion,25,hybrid,0.10760904239044827,1.0,0.0,nan,nan
motion,26,threshold,0.08982419851396505,1.0,0.0,nan,nan
motion,26,consensus,0.14667246217278546,0.7933333333333333,0.0,nan,nan
motion,26,hybrid,0.07942522651239337,1.0,0.0,nan,nan
motion,27,threshold,0.14074718711447595,1.0,0.0,nan,nan
motion,27,consensus,0.15828533152071858,0.84,0.0,nan,nan
motion,27,hybrid,0.11777065235148163,0.9933333333333333,0.0,nan,nan
motion,28,threshold,0.1129739239835191,1.0,0.0,nan,nan
motion,28,consensus,0.15088659790054326,0.8866666666666667,0.0,nan,nan
motion,28,hybrid,0.102368599809458,1.0,0.0,nan,nan
motion,29,threshold,0.08217163458334421,1.0,0.0,nan,nan
motion,29,consensus,0.14922188723284782,0.8333333333333334,0.0,nan,nan
motion,29,hybrid,0.08241087487288848,1.0,0.0,nan,nan
rate_step,0,threshold,0.08429234713938939,1.0,0.0,nan,10.0
rate_step,0,consensus,0.02122030966021319,1.0,0.0,nan,16.0
rate_step,0,hybrid,0.058913533776533585,1.0,0.0,nan,12.0
rate_step,1,threshold,0.07992852765394616,1.0,0.0,nan,10.0
rate_step,1,consensus,0.01611064334956373,1.0,0.0,nan,16.0
rate_step,1,hybrid,0.055539879322707764,1.0,0.0,nan,12.0
rate_step,2,threshold,0.06488556881261363,1.0,0.0,nan,10.0
rate_step,2,consensus,0.01753214486727701,1.0,0.0,nan,16.0
rate_step,2,hybrid,0.045636760270381896,1.0,0.0,nan,12.0
rate_step,3,threshold,0.06109379127740024,1.0,0.0,nan,10.0
rate_step,3,consensus,0.016551662067767366,1.0,0.0,nan,16.0
rate_step,3,hybrid,0.04143038161911466,1.0,0.0,nan,12.0
rate_step,4,threshold,0.08360150281825704,1.0,0.0,nan,10.0
rate_step,4,consensus,0.02075076457830478,1.0,0.0,nan,16.0
rate_step,4,hybrid,0.05794707145094881,1.0,0.0,nan,12.0
rate_step,5,threshold,0.06703005169009131,1.0,0.0,nan,10.0
rate_step,5,consensus,0.015485470123126276,1.0,0.0,nan,16.0
rate_step,5,hybrid,0.044506432923624585,1.0,0.0,nan,12.0
rate_step,6,threshold,0.13683544838848036,1.0,0.0,nan,10.0
rate_step,6,consensus,0.020544969679618674,1.0,0.0,nan,16.0
rate_step,6,hybrid,0.09221952678950812,1.0,0.0,nan,12.0
rate_step,7,threshold,0.08253313805383666,1.0,0.0,nan,10.0
rate_step,7,consensus,0.016927276819576165,1.0,0.0,nan,16.0
rate_step,7,hybrid,0.055003722614065366,1.0,0.0,nan,12.0
rate_step,8,threshold,0.0493901489513313,1.0,0.0,nan,10.0
rate_step,8,consensus,0.022631033947226684,1.0,0.0,nan,16.0
rate_step,8,hybrid,0.036646381324954146,1.0,0.0,nan,12.0
rate_step,9,threshold,0.1073040168189467,1.0,0.0,nan,10.0
rate_step,9,consensus,0.017352731926698867,1.0,0.0,nan,16.0
rate_step,9,hybrid,0.07227959891261967,1.0,0.0,nan,12.0
rate_step,10,threshold,0.10240129977888347,1.0,0.0,nan,10.0
rate_step,10,consensus,0.020586442034041467,1.0,0.0,nan,16.0
rate_step,10,hybrid,0.06825249933003921,1.0,0.0,nan,12.0
rate_step,11,threshold,0.1287909166535664,1.0,0.0,nan,10.0
rate_step,11,consensus,0.01926297090378064,1.0,0.0,nan,16.0
rate_step,11,hybrid,0.08493913559873924,1.0,0.0,nan,12.0
rate_step,12,threshold,0.06289496739675951,1.0,0.0,nan,10.0
rate_step,12,consensus,0.018639893346170895,1.0,0.0,nan,16.0
rate_step,12,hybrid,0.04240064706065714,1.0,0.0,nan,12.0
rate_step,13,threshold,0.06289511647517756,1.0,0.0,nan,10.0
rate_step,13,consensus,0.021252109797694915,1.0,0.0,nan,16.0
rate_step,13,hybrid,0.04305485496597858,1.0,0.0,nan,12.0
rate_step,14,threshold,0.07798699482538314,1.0,0.0,nan,10.0
rate_step,14,consensus,0.023093244343889395,1.0,0.0,nan,16.0
rate_step,14,hybrid,0.0558814793775006,1.0,0.0,nan,12.0
rate_step,15,threshold,0.05691793200290334,1.0,0.0,nan,10.0
rate_step,15,consensus,0.018547873902643744,1.0,0.0,nan,16.0
rate_step,15,hybrid,0.041873486330906685,1.0,0.0,nan,12.0
rate_step,16,threshold,0.053229394831415165,1.0,0.0,nan,10.0
rate_step,16,consensus,0.01827948227970876,1.0,0.0,nan,16.0
rate_step,16,hybrid,0.03834498626334953,1.0,0.0,nan,12.0
rate_step,17,threshold,0.0917161714236135,1.0,0.0,nan,10.0
rate_step,17,consensus,0.02098781132411922,1.0,0.0,nan,16.0
rate_step,17,hybrid,0.060290097474153384,1.0,0.0,nan,12.0
rate_step,18,threshold,0.09526720371118594,1.0,0.0,nan,10.0
rate_step,18,consensus,0.017970730952736248,1.0,0.0,nan,16.0
rate_step,18,hybrid,0.06484267956056,1.0,0.0,nan,12.0
rate_step,19,threshold,0.029736300260274476,1.0,0.0,nan,10.0
rate_step,19,consensus,0.01982480376571935,1.0,0.0,nan,16.0
rate_step,19,hybrid,0.02301566579641178,1.0,0.0,nan,12.0
rate_step,20,threshold,0.08263818352917422,1.0,0.0,nan,10.0
rate_step,20,consensus,0.021887472272358863,1.0,0.0,nan,16.0
rate_step,20,hybrid,0.05652116560069543,1.0,0.0,nan,12.0
rate_step,21,threshold,0.11292584735924106,1.0,0.0,nan,10.0
rate_step,21,consensus,0.014900797933073364,1.0,0.0,nan,16.0
rate_step,21,hybrid,0.07596144412703912,1.0,0.0,nan,12.0
rate_step,22,threshold,0.13642454269309895,1.0,0.0,nan,10.0
rate_step,22,consensus,0.018682820728882946,1.0,0.0,nan,16.0
rate_step,22,hybrid,0.0913830760534583,1.0,0.0,nan,12.0
rate_step,23,threshold,0.10719824907662297,1.0,0.0,nan,10.0
rate_step,23,consensus,0.01865572655168316,1.0,0.0,nan,16.0
rate_step,23,hybrid,0.07055517667717053,1.0,0.0,nan,12.0
rate_step,24,threshold,0.11057761313482646,1.0,0.0,nan,10.0
rate_step,24,consensus,0.020401591837555997,1.0,0.0,nan,16.0
rate_step,24,hybrid,0.07327181719986772,1.0,0.0,nan,12.0
rate_step,25,threshold,0.079113334098863,1.0,0.0,nan,10.0
rate_step,25,consensus,0.021611019275508965,1.0,0.0,nan,16.0
rate_step,25,hybrid,0.055646935521940034,1.0,0.0,nan,12.0
rate_step,26,threshold,0.08608731645611843,1.0,0.0,nan,10.0
rate_step,26,consensus,0.016463119276111243,1.0,0.0,nan,16.0
rate_step,26,hybrid,0.05842310305441313,1.0,0.0,nan,12.0
rate_step,27,threshold,0.0975467408041935,1.0,0.0,nan,10.0
rate_step,27,consensus,0.02041485137137414,1.0,0.0,nan,16.0
rate_step,27,hybrid,0.06608039582966659,1.0,0.0,nan,12.0
rate_step,28,threshold,0.07546673835529058,1.0,0.0,nan,10.0
rate_step,28,consensus,0.019437753828158363,1.0,0.0,nan,16.0
rate_step,28,hybrid,0.051675493007059134,1.0,0.0,nan,12.0
rate_step,29,threshold,0.037440425255741414,1.0,0.0,nan,10.0
rate_step,29,consensus,0.023299342489232287,1.0,0.0,nan,16.0
rate_step,29,hybrid,0.027612133474340026,1.0,0.0,nan,12.0
apnea,0,threshold,0.07104790320955898,0.5,0.0,1.0,nan
apnea,0,consensus,0.02876588422546299,0.5,0.0,0.08,nan
apnea,0,hybrid,0.04860492901823371,0.5,0.0,0.0,nan
apnea,1,threshold,0.03951977290779374,0.5,0.0,1.0,nan
apnea,1,consensus,0.38931015170111355,0.6111111111111112,0.03636363636363636,0.28,nan
apnea,1,hybrid,0.21732692809015802,0.5111111111111111,0.021739130434782608,0.0,nan
apnea,2,threshold,0.06436642249239108,0.5,0.0,1.0,nan
apnea,2,consensus,0.025061839137412455,0.5,0.0,0.08,nan
apnea,2,hybrid,0.048404428062906506,0.5,0.0,0.48,nan
apnea,3,threshold,3.0753245524827806,1.0,0.5,1.0,nan
apnea,3,consensus,0.30746150503508474,0.5777777777777777,0.0,0.08,nan
apnea,3,hybrid,0.8699351861072707,0.5777777777777777,0.1346153846153846,0.0,nan
apnea,4,threshold,2.058469262765556,1.0,0.022222222222222223,1.0,nan
apnea,4,consensus,0.39652449717244403,0.6111111111111112,0.03636363636363636,0.12,nan
apnea,4,hybrid,1.1298962177794203,0.6555555555555556,0.03389830508474576,0.0,nan
apnea,5,threshold,1.5581015366558795,1.0,0.0,1.0,nan
apnea,5,consensus,0.19319510724230093,0.5333333333333333,0.0,0.08,nan
apnea,5,hybrid,0.8316491141498943,0.6777777777777778,0.0,0.12,nan
apnea,6,threshold,12.519759886453897,1.0,0.5,1.0,nan
apnea,6,consensus,0.6850584101133016,0.5666666666666667,0.11764705882352941,0.2,nan
apnea,6,hybrid,3.3942550281333794,0.5777777777777777,0.1346153846153846,0.0,nan
apnea,7,threshold,0.07943364744436063,0.5,0.0,1.0,nan
apnea,7,consensus,0.17184628279361586,0.5222222222222223,0.02127659574468085,0.08,nan
apnea,7,hybrid,0.05176511810351075,0.5,0.0,0.0,nan
apnea,8,threshold,0.056187090641559106,0.5,0.0,1.0,nan
apnea,8,consensus,0.03245474352425279,0.5,0.0,0.08,nan
apnea,8,hybrid,0.04472364607949244,0.5,0.0,0.0,nan
apnea,9,threshold,1.745690169013503,1.0,0.0,1.0,nan
apnea,9,consensus,0.028548045943227587,0.5,0.0,0.08,nan
apnea,9,hybrid,0.6387035831340045,0.6,0.0,0.08,nan
apnea,10,threshold,0.06255601031356359,0.5,0.0,1.0,nan
apnea,10,consensus,0.18562414216392553,0.5111111111111111,0.021739130434782608,0.24,nan
apnea,10,hybrid,0.042805552231865225,0.5,0.0,0.04,nan
apnea,11,threshold,1.6097126504494752,1.0,0.0,1.0,nan
apnea,11,consensus,0.02783017992835267,0.5,0.0,0.12,nan
apnea,11,hybrid,0.4553404234881043,0.5777777777777777,0.0,0.0,nan
apnea,12,threshold,0.07244158360738268,0.5,0.0,1.0,nan
apnea,12,consensus,0.5896795206778414,0.5666666666666667,0.0784313725490196,0.08,nan
apnea,12,hybrid,0.05230659588402264,0.5,0.0,0.08,nan
apnea,13,threshold,0.05862554296111339,0.5,0.0,1.0,nan
apnea,13,consensus,0.17231747804831915,0.5222222222222223,0.0,0.12,nan
apnea,13,hybrid,0.04461532912996782,0.5,0.0,0.0,nan
apnea,14,threshold,0.6915214560760112,1.0,0.011111111111111112,1.0,nan
apnea,14,consensus,0.9308677097112874,0.5555555555555556,0.1,0.08,nan
apnea,14,hybrid,0.12493370942788863,0.5444444444444444,0.0,0.16,nan
apnea,15,threshold,3.066189858262269,1.0,0.5,1.0,nan
apnea,15,consensus,0.3311988976072054,0.5444444444444444,0.0,0.08,nan
apnea,15,hybrid,0.42854447917615923,0.5333333333333333,0.0625,0.0,nan
apnea,16,threshold,0.08813585973740364,0.5,0.0,1.0,nan
apnea,16,consensus,0.7654776197552694,0.5444444444444444,0.08163265306122448,0.08,nan
apnea,16,hybrid,0.17618277369170074,0.5111111111111111,0.021739130434782608,0.08,nan
apnea,17,threshold,0.17028702401417073,0.5,0.0,1.0,nan
apnea,17,consensus,0.5551412964165691,0.5444444444444444,0.04081632653061224,0.08,nan
apnea,17,hybrid,0.11206755218736215,0.5,0.0,0.0,nan
apnea,18,threshold,2.1442924278852815,1.0,0.0,1.0,nan
apnea,18,consensus,0.40582142147843053,0.5222222222222223,0.0425531914893617,0.08,nan
apnea,18,hybrid,0.5371443211014876,0.5666666666666667,0.0,0.0,nan
apnea,19,threshold,0.10480317747116033,0.5,0.0,1.0,nan
apnea,19,consensus,0.029256080684417422,0.5,0.0,0.08,nan
apnea,19,hybrid,0.07254248275691061,0.5,0.0,0.28,nan
apnea,20,threshold,2.548052436095596,1.0,0.0,1.0,nan
apnea,20,consensus,0.0304309985884657,0.5,0.0,0.08,nan
apnea,20,hybrid,0.732230361020792,0.5777777777777777,0.0,0.0,nan
apnea,21,threshold,7.522944346289899,1.0,0.5,1.0,nan
apnea,21,consensus,0.619229203278443,0.5888888888888889,0.0,0.24,nan
apnea,21,hybrid,2.3590093475767318,0.6111111111111112,0.14545454545454545,0.36,nan
apnea,22,threshold,0.08082732784218152,0.5,0.0,1.0,nan
apnea,22,consensus,0.02273075047417221,0.5,0.0,0.08,nan
apnea,22,hybrid,0.058844070369718914,0.5,0.0,0.0,nan
apnea,23,threshold,1.1352892892703363,1.0,0.0,1.0,nan
apnea,23,consensus,0.12414128481041588,0.5444444444444444,0.0,0.12,nan
apnea,23,hybrid,0.4524060768551559,0.6111111111111112,0.0,0.08,nan
apnea,24,threshold,0.0914412049995029,0.5,0.0,1.0,nan
apnea,24,consensus,0.14682854768177594,0.5111111111111111,0.021739130434782608,0.24,nan
apnea,24,hybrid,0.06346518723534089,0.5,0.0,0.2,nan
apnea,25,threshold,7.514662772790826,1.0,0.5,1.0,nan
apnea,25,consensus,0.025632699279235834,0.5,0.0,0.12,nan
apnea,25,hybrid,1.7881952862270378,0.5666666666666667,0.11764705882352941,0.04,nan
apnea,26,threshold,0.13741633413864254,0.5,0.0,1.0,nan
apnea,26,consensus,0.31217249543483716,0.5222222222222223,0.0425531914893617,0.08,nan
apnea,26,hybrid,0.09195685039059434,0.5,0.0,0.48,nan
apnea,27,threshold,3.5543323965441793,0.9555555555555556,0.47674418604651164,1.0,nan
apnea,27,consensus,0.36249787904687675,0.5222222222222223,0.0425531914893617,0.16,nan
apnea,27,hybrid,0.19576873772222736,0.5111111111111111,0.021739130434782608,0.04,nan
apnea,28,threshold,1.083850931676984,1.0,0.0,1.0,nan
apnea,28,consensus,0.03288142344319714,0.5,0.0,0.08,nan
apnea,28,hybrid,0.2377128997539906,0.5555555555555556,0.0,0.08,nan
apnea,29,threshold,1.4946291322366834,1.0,0.0,1.0,nan
apnea,29,consensus,0.3424557358515384,0.5333333333333333,0.020833333333333332,0.12,nan
apnea,29,hybrid,0.4409274035073436,0.5777777777777777,0.0,0.12,nan
